GTEx_bladder	GTEx_prostate	GTEx_thyroid	TCGA_bladder	TCGA_prostate	TCGA_thyroid
HIST1H4K	0	0	0	0	0	0.277
HIST1H4L	0	0	0	0	0	0
HIST2H2AA3	1.242	8.1154	1.242	205.5993	5150.4	141.2825
HIST2H2AC	1.7942	2.3321	1.7942	8.7489	18	3.3243
HIST2H2BA	0.4148	3.4852	0.4148	13.1234	126	14.1282
HIST2H2BE	21.5252	122.0698	21.5252	359.5801	5882.4	601.9741
HIST2H2BF	0.4951	10.1167	0.4951	21.8723	301.032	28.7468
HIST2H3D	0.1635	0.121	0.1635	0.8749	2	0.8311
HIST2H4A	0	0	0	122.4847	1188.4	185.6064
HIST3H2A	1.355	10.0229	1.355	2.6247	172	0.277
HIST3H2BB	0.1487	1.7598	0.1487	0	7.6	0
HIST3H3	0.1397	0	0.1397	0	0	0
HIST4H4	0.3563	1.6198	0.3563	1.7498	52	27.4254
HIVEP1	3.9953	2.9546	3.9953	1171.4786	660.4	378.6924
HIVEP2	6.0463	3.685	6.0463	1508.3115	813.6	1111.699
HIVEP3	1.1214	1.8559	1.1214	106.7367	146	424.9555
HJURP	0.1125	0.1872	0.1125	6.1242	28.8	6.0945
HK1	41.4504	24.6874	41.4504	7100.6124	2784.8	6402.8655
HK2	3.5897	3.2928	3.5897	235.3456	513.2	1042.7199
HK3	4.6796	0.649	4.6796	103.2371	11.2	7.2026
HKDC1	0.0052	0.0404	0.0052	0	3.2	360.4088
HKR1	6.1156	20.4533	6.1156	454.0682	750	1042.7199
HLA-A	179.3685	199.243	179.3685	8004.3482	19936.328	12760.5539
HLA-B	168.3483	364.0268	168.3483	10633.8495	27437.896	11439.369
HLA-C	96.8138	407.1577	96.8138	5117.6815	17611.304	5962.1972
HLA-DMA	10.6122	39.4886	10.6122	714.7857	964.4	510.833
HLA-DMB	4.6816	15.3898	4.6816	444.4444	1471.2	940.7749
HLA-DOA	1.9159	3.1729	1.9159	293.0884	1014.4	120.7826
HLA-DOB	0.817	0.8588	0.817	35.643	82.652	14.915
HLA-DPA1	23.5035	25.0887	23.5035	2251.0936	5922.4	1366.8385
HLA-DPB1	7.5553	29.1121	7.5553	1703.4121	4486	947.4235
HLA-DPB2	0.0159	0.0265	0.0159	1.7498	21.2	0.554
HLA-DQA1	2.6222	0.7549	2.6222	249.3438	2604	170.37
HLA-DQA2	1.3082	2.4955	1.3082	228.3465	558.8	109.4246
HLA-DQB1	7.9608	1.7235	7.9608	524.0595	1854.8	265.6664
HLA-DQB2	0.0442	0.858	0.0442	39.3701	186.8	32.9659
HLA-DRA	73.5062	97.5239	73.5062	5687.664	20197.2	2923.7158
HLA-DRB1	62.7216	20.3465	62.7216	1881.6798	6118.888	1008.0559
HLA-DRB5	49.7464	3.334	49.7464	526.6754	2673.2	232.1465
HLA-DRB6	1.0643	1.3497	1.0643	281.0586	140.312	127.1902
HLA-E	210.5399	257.2831	210.5399	5332.4584	12278.8	6067.1119
HLA-F	8.2865	23.7054	8.2865	467.5503	2022.72	455.1428
HLA-G	0.1775	0.1212	0.1775	17.4978	143.2	57.8427
HLA-H	3.3543	9.2097	3.3543	684.1645	2049.6	754.8916
HLA-J	2.435	3.8597	2.435	5.2493	13.6	10.8594
HLA-L	0.9523	1.3564	0.9523	21.8723	67.6	32.9659
HLCS	2.9463	5.5555	2.9463	460.1925	1021.6	808.6343
HLF	9.355	5.576	9.355	1662.2922	512.4	2656.1102
HLTF	5.3939	4.5178	5.3939	951.0061	1412.4	1593.1675
HLX	3.5084	2.4533	3.5084	148.7314	74	57.067
HM13	21.7194	33.3618	21.7194	1536.4392	3418.828	2790.0293
HMBOX1	2.8966	3.1296	2.8966	135.608	73.2	92.5262
HMBS	4.7649	5.2956	4.7649	221.3473	440.4	360.1318
HMCN1	0.1471	0.9711	0.1471	211.7235	71.2	99.1747
HMG20A	7.3402	7.7521	7.3402	615.923	684.8	892.8497
HMG20B	31.5229	107.5009	31.5229	1008.7489	2170.4	845.2015
HMGA1	5.0541	13.1921	5.0541	436.6579	1028.028	1003.7066
HMGA2	0.0083	0.0258	0.0083	1.7498	12	96.1718
HMGB1	37.3506	39.2641	37.3506	5267.7165	7034	6464.0879
HMGB2	42.4791	16.6962	42.4791	896.7629	1179.6	1899.0024
HMGB3	0.96	3.3084	0.96	118.1102	470.4	396.1449
HMGB4	0	0.0097	0	0	0	0
HMGCL	6.9723	10.3762	6.9723	737.5328	1625.6	1168.7661
HMGCLL1	0.406	0.0932	0.406	15.748	34.4	10.804
HMGCR	4.4547	5.2515	4.4547	496.9379	2346.4	1659.3763
HMGCS1	8.8574	11.0749	8.8574	921.2598	2580	1353.5413
HMGCS2	0.5228	26.249	0.5228	0	2996	8.3107
HMGN1	26.6217	47.1889	26.6217	931.7585	2969.6	3717.1137
HMGN2	84.2236	86.0426	84.2236	3307.0866	9116	9723.0033
HMGN3	32.3697	52.6496	32.3697	941.3386	1215.12	1698.3813
HMGN4	36.0646	15.7062	36.0646	1811.0236	3081.2	2160.2365
HMGN5	2.5128	5.8644	2.5128	193.3508	168.4	399.4692
HMGXB3	12.4869	30.7624	12.4869	783.902	1788.4	975.403
HMGXB4	5.9572	5.079	5.9572	510.0612	886.8	546.2922
HMHA1	1.9309	2.8851	1.9309	402.4497	397.6	301.1256
HMHB1	0.1167	0	0.1167	0	0	0.277
HMMR	0.058	0.0714	0.058	9.6238	50	18.8377
HMOX1	84.878	4.4798	84.878	350.8311	239.2	129.3704
HMOX2	10.8796	8.6865	10.8796	567.804	823.6	751.5673
HMSD	0.1192	0.0441	0.1192	0	0.8	4.7094
HMX1	0	0	0	0	0.4	0
HMX2	0	0	0	0	6.4	0
HMX3	0.0573	0.0424	0.0573	0	0	0
HN1	4.4613	5.5775	4.4613	223.0971	912.8	238.518
HN1L	13.6574	35.4519	13.6574	1080.4899	6175.98	2361.0736
HNF1A	0.0065	0.0432	0.0065	15.748	10.8	15.5134
HNF1B	0.0452	1.019	0.0452	0	107.6	4.9864
HNF4A	0	0	0	0	3.6	3.6013
HNF4G	0.014	0.2534	0.014	0	71.6	1.9392
HNMT	4.5586	4.4043	4.5586	699.0376	1534.4	296.6932
HNRNPA0	44.222	32.427	44.222	3737.5328	3043.2	4086.3873
HNRNPA1	71.5415	80.431	71.5415	4721.7848	4610.4	6610.3568
HNRNPA1L2	6.5927	6.1695	6.5927	1806.6492	1968.8	2712.3461
HNRNPA2B1	177.9984	177.0772	177.9984	10714.7857	8374.8	14734.0981
HNRNPA3	52.9914	65.4194	52.9914	4937.8828	3452.4	6939.4619
HNRNPA3P1	0.0596	0.0496	0.0596	98.8626	60.8	132.1407
HNRNPAB	73.4351	41.3393	73.4351	2610.5424	1658.46	1580.7651
HNRNPC	45.1613	37.0887	45.1613	6777.7778	9144.8	7101.2441
HNRNPCL1	0	0	0	0	0	0
HNRNPD	44.2093	46.4807	44.2093	3605.4243	2601.6	4258.4195
HNRNPF	69.3543	35.264	69.3543	3306.1067	5587.892	3090.9859
HNRNPH1	51.6668	82.1446	51.6668	4037.6203	3494	5593.9542
HNRNPH2	0	0	0	2841.6448	2432	3003.2218
HNRNPH3	27.0206	27.4615	27.0206	4105.8618	1691.6	3612.6755
HNRNPK	129.1161	84.1732	129.1161	9608.9239	10905.2	12922.6354
HNRNPL	49.7067	35.6117	49.7067	3220.4724	4549.716	5448.5164
HNRNPM	58.1474	52.8213	58.1474	4425.1969	2671.2	5060.9592
HNRNPR	18.2654	13.1876	18.2654	2861.7673	2838	3366.9549
HNRNPU	72.4003	36.9237	72.4003	9853.8933	5364	10776.5272
HNRNPUL1	37.6167	21.7737	37.6167	5980.7524	3496.4	6261.029
HNRNPUL2	20.7482	17.3907	20.7482	3990.1137	1490.408	2851.2628
HOMER1	0.4647	0.8834	0.4647	190.7262	164.4	1140.7866
HOMER2	0.1339	16.1011	0.1339	4.3745	2970	571.5014
HOMER3	4.2393	6.5649	4.2393	399.825	217.616	735.2228
HOMEZ	1.604	2.017	1.604	129.4838	334.4	486.4549
HOOK1	0.0753	2.8506	0.0753	0.8749	618.4	1267.1097
HOOK2	7.3558	43.0886	7.3558	179.3526	748.8	1303.3999
HOOK3	3.0057	3.0035	3.0057	2286.9641	1184.4	2222.844
HOPX	13.7246	3.3952	13.7246	1663.1671	590	5671.5211
HORMAD1	0.0652	0	0.0652	0.8749	0.4	0.277
HORMAD2	0	0	0	0	0	0.277
HOTAIR	1.4033	0.2102	1.4033	14.8731	1.2	0
HOXA1	0.1941	0.2154	0.1941	6.9991	24.4	0.554
HOXA10	9.6898	11.1699	9.6898	640.4199	1458.4	3.0473
HOXA11	7.2731	15.0843	7.2731	236.2205	376.8	0
HOXA13	5.0577	10.5098	5.0577	348.2065	1172	0
HOXA2	1.3554	1.4919	1.3554	9.6238	9.6	3.6013
HOXA3	2.9873	1.995	2.9873	81.3648	89.6	10.804
HOXA4	0.6898	0.7289	0.6898	71.7235	21.54	17.1478
HOXA5	8.2285	5.9412	8.2285	34.9956	60.8	6.0945
HOXA6	2.7545	1.8183	2.7545	16.2817	26.92	0.554
HOXA7	5.0081	2.3506	5.0081	220.9536	123.028	10.804
HOXA9	0.5943	1.4711	0.5943	134.7332	576.4	1.6621
HOXB1	0	0.0201	0	0	0	0
HOXB13	0.0775	101.836	0.0775	11.3736	11787.6	0
HOXB2	5.6264	9.6266	5.6264	132.9834	152.4	19.1147
HOXB3	2.1112	4.9037	2.1112	30.6212	147.6	23.8241
HOXB4	2.8968	1.4176	2.8968	43.7445	25.2	12.4661
HOXB5	0.9769	0.7307	0.9769	3.4996	3.6	9.4188
HOXB6	0.7918	0.6205	0.7918	11.3736	7.6	7.7567
HOXB7	0.7295	0.4502	0.7295	27.1216	60.8	10.5269
HOXB8	0.2334	0.3884	0.2334	3.4996	7.6	0.277
HOXB9	0.1325	0.3676	0.1325	6.9991	12	0.554
HOXC10	0.4016	0.6272	0.4016	15.748	2.4	3.3243
HOXC11	0.1853	0.1142	0.1853	1.7498	3.6	0
HOXC12	0.0635	0	0.0635	0	0.4	0
HOXC13	0.0092	0.0204	0.0092	0	0	0
HOXC4	0.7597	0.5657	0.7597	9.6238	9.88	2.4932
HOXC5	0.4213	0.1375	0.4213	6.9991	9.304	3.3243
HOXC6	1.5402	0.9948	1.5402	6.9991	42.816	3.8783
HOXC8	0.4918	0.236	0.4918	7.874	0	0.554
HOXC9	0.9352	0.1756	0.9352	8.7489	2	2.4932
HOXD1	0.1767	0.3677	0.1767	2.6247	10.4	8.3107
HOXD10	0.8547	9.554	0.8547	14.8731	232	1.1081
HOXD11	0.0355	1.0045	0.0355	6.9991	246.4	0.277
HOXD12	0.0244	0.0814	0.0244	0	9.6	0
HOXD13	0.57	2.6743	0.57	17.4978	679.6	0
HOXD3	0.5556	2.3329	0.5556	3.4996	20.8	3.0473
HOXD8	1.7383	2.9405	1.7383	52.4934	188.4	49.5874
HOXD9	0.9913	20.8579	0.9913	22.7472	163.2	19.9458
HP	6.4277	1.0909	6.4277	13.1234	4.4	2.4932
HP1BP3	36.6913	36.6305	36.6913	3685.9143	4190.4	6922.5634
HPCA	0.1573	0.384	0.1573	0.8749	10.4	8.0337
HPCAL1	3.9119	6.9906	3.9119	412.0735	444.4	827.749
HPCAL4	0.0092	0.0614	0.0092	1.7498	7.2	38.5064
HPD	2.8514	0.454	2.8514	230.9711	16.8	0
HPDL	0.3976	0.5515	0.3976	2.6247	64	39.6145
HPGD	2.7744	3.2229	2.7744	751.5311	1074.4	47.9252
HPGDS	0.8611	1.6063	0.8611	118.1102	52	10.804
HPN	0.6778	13.6587	0.6778	2.6247	1272	696.7164
HPR	0.6095	0.0731	0.6095	2.6247	0.4	0
HPRT1	12.7873	9.2294	12.7873	354.3307	651.2	700.5948
HPS1	16.1699	19.2514	16.1699	1348.2065	1819.2	1280.4069
HPS3	4.7969	1.9503	4.7969	424.3832	956.252	520.8336
HPS4	6.0798	16.5488	6.0798	439.1951	880.4	830.7963
HPS5	4.383	2.5574	4.383	468.0665	616.4	525.2383
HPS6	8.4833	1.8318	8.4833	182.8521	520	409.4421
HPSE	0.3037	0.2369	0.3037	13.9983	36.4	10.5269
HPSE2	7.5778	1.524	7.5778	581.8023	71.6	0.554
HPX	0.4859	2.2538	0.4859	1.7498	18.8	5.8175
HPYR1	0	0	0	0	0	0
HR	0.4456	4.8545	0.4456	132.9834	168.8	241.8423
HRAS	12.4334	30.1928	12.4334	447.944	484.8	296.6932
HRASLS	0.4024	0.0425	0.4024	6.9991	0	43.2158
HRASLS2	0	0.067	0	1.7498	2.4	4.9864
HRASLS5	2.1524	0.1217	2.1524	134.7332	37.6	13.5742
HRC	2.0289	2.2512	2.0289	15.748	14	25.2092
HRCT1	2.3345	2.5642	2.3345	26.2467	54	34.074
HRG	0.036	0.02	0.036	0	0	0.277
HRH1	5.4611	0.7395	5.4611	423.4471	305.6	39.3375
HRH2	1.2706	0.19	1.2706	10.4987	14	7.4797
HRH3	0.1006	0.0744	0.1006	0	3.6	0
HRH4	0.0611	0.0407	0.0611	5.2493	1.2	0.554
HRK	0.0131	0.0036	0.0131	0	0	0
HRNR	0.1024	0.2247	0.1024	30.6212	30.8	27.1484
HRSP12	6.4436	9.986	6.4436	191.601	504.8	281.7338
HS1BP3	4.0506	5.8198	4.0506	1545.9318	1167.6	662.9194
HS2ST1	2.7212	3.0996	2.7212	637.7953	1325.6	1153.2527
HS3ST1	0.8916	0.5692	0.8916	28.8714	430.8	25.4862
HS3ST2	9.6917	1.4599	9.6917	31.4961	41.2	7.4797
HS3ST3A1	0.1875	1.9201	0.1875	10.4987	64.4	10.2499
HS3ST3B1	0.384	1.1717	0.384	4.3745	58.8	5.2635
HS3ST4	0.0133	1.3462	0.0133	0	27.6	1.1081
HS3ST5	0.0109	0.0545	0.0109	1.7498	4	0.277
HS3ST6	0.1408	2.1283	0.1408	0	13.2	0.554
HS6ST1	11.1507	19.5648	11.1507	587.0516	1190.8	872.3499
HS6ST2	0.2156	0.2685	0.2156	11.3736	49.6	28.8105
HS6ST3	0.0135	0	0.0135	4.3745	78.8	407.5029
HSBP1	6.3042	11.3124	6.3042	1193.3508	4204	3886.3757
HSBP1L1	4.007	17.8625	4.007	39.3701	202.4	111.9179
HSCB	10.5546	9.9341	10.5546	184.6019	387.2	190.0388
HSD11B1	6.3125	6.0106	6.3125	70.8661	397.6	6.9256
HSD11B1L	2.1486	5.0316	2.1486	109.3613	111.6	163.7214
HSD11B2	0.0561	14.3416	0.0561	20.1225	430	1019.1729
HSD17B1	2.2065	3.2411	2.2065	17.1391	124.524	53.8646
HSD17B10	44.8841	35.0001	44.8841	942.2572	1299.2	1841.3814
HSD17B11	27.9793	13.1608	27.9793	923.8845	1219.6	512.7722
HSD17B12	10.4436	9.9288	10.4436	1423.4471	2467.6	3122.6193
HSD17B13	0.2617	1.0266	0.2617	11.3736	536.8	2.2162
HSD17B14	3.62	6.6944	3.62	142.6072	274.8	489.5022
HSD17B2	0.1336	0.2841	0.1336	0	19.6	0.277
HSD17B3	0.6538	2.0311	0.6538	0	0.8	23.5471
HSD17B4	30.7586	40.4628	30.7586	1488.189	3681.6	6734.4638
HSD17B6	14.0833	2.2341	14.0833	957.1304	353.2	1359.9129
HSD17B7	1.5753	4.5386	1.5753	48.119	304.8	186.1604
HSD17B7P2	1.544	10.4897	1.544	12.2485	82	50.1414
HSD17B8	2.927	11.0805	2.927	160.105	460	809.7424
HSD3B1	0.0255	0	0.0255	0	0	0
HSD3B2	0.2206	0.1064	0.2206	0	0.4	0.554
HSD3B7	9.9363	7.5639	9.9363	612.4234	445.6	239.9032
HSDL1	5.6856	6.1761	5.6856	517.9353	720	2066.8792
HSDL2	19.3869	10.0506	19.3869	1847.769	1591.2	1614.4984
HSF1	33.6963	45.3266	33.6963	1941.3211	1094.776	1506.409
HSF2	6.4797	9.2467	6.4797	414.6982	333.6	331.3212
HSF2BP	0.4462	0.4951	0.4462	13.1234	11.2	18.0066
HSF4	34.1832	101.9882	34.1832	156.9729	94.848	110.3748
HSF5	0.0219	0.0243	0.0219	0.8749	3.2	0.554
HSFX1	0	0	0	0	0	0
HSFX2	0	0	0	27.9965	35.2	25.2092
HSFY2	0	0	0	0.8749	0.4	0
HSH2D	0.1404	5.6085	0.1404	27.1216	350	60.9454
HSP90AA1	185.53	172.4025	185.53	52564.3045	22495.2	13101.8702
HSP90AB1	423.9373	303.055	423.9373	34256.343	19956	24149.6043
HSP90AB2P	0.0681	0.0108	0.0681	34.1207	77.6	18.5606
HSP90B1	178.7847	117.0249	178.7847	10540.6824	19174	62321.9079
HSP90B3P	0	0	0	5.2493	40.4	22.439
HSPA12A	6.1379	5.7191	6.1379	720.9099	108.8	612.501
HSPA12B	7.4767	4.3869	7.4767	226.5967	98.4	157.9039
HSPA13	4.1449	4.1369	4.1449	770.7787	1578	929.1399
HSPA14	4.7509	2.7319	4.7509	321.0849	743.6	473.1577
HSPA1B	70.5304	42.5623	70.5304	61615.923	870	3257.5302
HSPA1L	1.3385	0.5081	1.3385	98.0227	65.232	219.1568
HSPA2	30.1452	1.7499	30.1452	4986.0017	181.6	242.3964
HSPA4	19.9238	9.9667	19.9238	2645.6693	1701.2	1877.9486
HSPA4L	1.5992	2.6666	1.5992	244.0945	206.8	92.2491
HSPA5	112.6285	67.2175	112.6285	10052.4934	13296	39201.1724
HSPA6	3.8945	2.5928	3.8945	16853.8933	48	41.8307
HSPA7	3.4411	5.7014	3.4411	1236.2205	15.2	24.6552
HSPA8	210.0113	87.8158	210.0113	40421.6973	23694.4	13976.4363
HSPA9	60.9451	40.3898	60.9451	6400.6999	4656.4	5906.7148
HSPB1	662.309	415.6128	662.309	46976.378	6752.8	4035.9689
HSPB11	4.3544	3.3106	4.3544	254.5932	430	738.2701
HSPB3	0.2349	0.5212	0.2349	116.3605	6.8	0
HSPB6	592.4402	141.9953	592.4402	46967.629	1638	176.4646
HSPB7	28.344	6.0021	28.344	9468.9414	378.8	74.7966
HSPB8	135.7047	20.743	135.7047	36656.168	2569.6	295.8621
HSPB9	0.1818	0.807	0.1818	3.4996	7.6	1.9392
HSPBAP1	2.7642	3.8487	2.7642	133.8583	112.8	217.4642
HSPBP1	19.9324	21.8633	19.9324	718.2852	612.8	774.2833
HSPD1	96.2657	54.2951	96.2657	7515.3106	4090.4	4120.7383
HSPE1	42.155	43.085	42.155	2251.9685	2118.4	1191.4821
HSPG2	58.7714	18.5876	58.7714	30918.4164	1945.036	5947.8723
HSPH1	27.4816	19.585	27.4816	7858.2677	1286	1543.026
HTATIP2	17.8192	8.3672	17.8192	465.4418	842.4	787.5804
HTATSF1	21.8804	11.9924	21.8804	2348.2065	1233.2	3005.715
HTN1	0	0	0	0	0	0
HTN3	0	0	0	0	0	0
HTR1A	0.05	0	0.05	0	0.4	0
HTR1B	1.6987	0.2739	1.6987	58.6177	4.8	2.2162
HTR1D	0.0157	0	0.0157	3.4996	18	2.7702
HTR1E	0.0194	0	0.0194	0	2.4	16.6215
HTR1F	0	0.0323	0	0.8749	4.8	2.7702
HTR2A	0.2451	0.0415	0.2451	13.1234	8	0.554
HTR2B	0.1891	0.0466	0.1891	55.1181	17.6	15.2363
HTR2C	0.0278	0	0.0278	0	0.8	0.554
HTR3A	0.2752	0.0095	0.2752	3.4996	6.4	1.6621
HTR3B	0.0194	0	0.0194	0	0	0
HTR3C	0	0.0732	0	0	0.4	1.1081
HTR3D	0.0108	0	0.0108	0	0	0
HTR3E	0.0089	0.0197	0.0089	0	0	0
HTR4	0.0193	0.0286	0.0193	1.7498	1.2	0
HTR5A	0.0265	0	0.0265	0	0	0
HTR6	0.0226	0.0501	0.0226	0	1.6	0
HTR7	0.3379	0.1442	0.3379	25.3718	21.6	3.3243
HTR7P1	0	0.469	0	69.9913	134.4	297.8013
HTRA1	43.1448	35.4795	43.1448	3783.902	1311.2	1140.2325
HTRA2	25.8331	12.9958	25.8331	572.4322	427.168	563.4427
HTRA3	30.8608	21.4138	30.8608	3328.084	125.6	603.0822
HTRA4	0.5667	0.0712	0.5667	7.874	3.6	1.9392
HTT	6.0145	8.2394	6.0145	2300.0875	1035.6	1600.9242
HULC	0	0.2682	0	0	0	0
HUNK	0.8427	0.1948	0.8427	734.9081	53.2	6.6486
HUS1	3.0872	3.4997	3.0872	280.8399	487.2	318.024
HUS1B	0.3934	0.9215	0.3934	3.4996	1.2	3.8783
HUWE1	20.1698	13.5494	20.1698	8736.6579	2900.4	6450.2367
HVCN1	0.7008	0.6271	0.7008	107.6115	184	48.4904
HYAL1	3.7694	4.3729	3.7694	106.7367	48.4	147.654
HYAL2	44.9905	49.6543	44.9905	754.1557	1355.2	1637.7684
HYAL3	1.9628	2.0122	1.9628	51.1636	109.3	38.2709
HYAL4	0.0164	0	0.0164	0	2	0
HYALP1	0	0	0	0	0	0
HYDIN	0.5911	0.7441	0.5911	51.6185	47.2	341.2941
HYI	8.7915	31.0607	8.7915	347.3053	512.172	491.264
HYLS1	1.3296	1.2515	1.3296	99.7375	152.8	64.2697
HYOU1	28.0943	26.5427	28.0943	2066.4917	3309.2	9144.2993
IAH1	9.0207	6.3671	9.0207	563.4296	701.2	514.7114
IAPP	0	0	0	0	40.4	0
IARS	17.3167	15.1673	17.3167	2616.7979	2070.8	2209.2698
IARS2	21.7883	11.1264	21.7883	2157.4803	2531.6	1961.0559
IBSP	0	0	0	0	1.2	0
IBTK	10.0767	8.3325	10.0767	1689.4138	1891.2	1731.4027
ICA1	2.1078	16.3773	2.1078	46.3692	1295.2	382.5707
ICA1L	2.6941	3.3033	2.6941	286.9641	259.6	300.2945
ICAM1	11.0317	10.6577	11.0317	3876.6404	858	383.4018
ICAM2	8.9518	5.7151	8.9518	278.3377	270.32	307.6245
ICAM3	2.1189	5.0826	2.1189	186.3517	603.2	166.7687
ICAM4	0.2198	0.0348	0.2198	7.874	11.6	7.4797
ICAM5	0.3836	0.5622	0.3836	6.1242	1.2	24.6552
ICK	6.2635	5.5122	6.2635	1108.4864	1063.2	530.2247
ICMT	12.9344	2.7224	12.9344	2476.8154	1230	2343.6266
ICOS	0.0169	0.0564	0.0169	12.2485	79.2	9.1418
ICOSLG	0.7679	3.8097	0.7679	193.3508	298	61.2224
ICT1	15.4669	8.8358	15.4669	306.2117	395.6	288.9365
ID1	28.1977	94.2258	28.1977	317.5853	2666	3546.1897
ID2	53.7771	60.6449	53.7771	1984.252	3596	5820.5602
ID3	30.1933	51.3042	30.1933	1399.825	3730.4	7123.129
ID4	11.8795	12.1315	11.8795	1157.4803	1477.6	11368.8054
IDE	6.1872	6.6006	6.1872	874.0157	714.8	462.3538
IDH1	15.1917	45.8089	15.1917	1086.6142	9430.8	1099.5099
IDH2	25.1723	52.8493	25.1723	2716.5354	4064.8	529.1167
IDH3A	13.2397	5.723	13.2397	1937.0079	1459.6	850.188
IDH3B	30.8404	34.6416	30.8404	1372.7034	1408	1406.176
IDH3G	18.5969	24.4851	18.5969	986.0017	931.6	981.7746
IDI1	8.1144	23.3885	8.1144	846.8591	4984.508	980.8853
IDI2	0.104	0	0.104	71.741	63.2	79.783
IDO1	0.1936	0.1214	0.1936	26.2467	489.6	41.2766
IDO2	0.1411	0.0224	0.1411	0.8749	7.6	11.358
IDS	14.7717	19.6656	14.7717	3874.5932	3633.784	4092.432
IDUA	5.1393	25.9626	5.1393	86.6142	104.8	126.855
IER2	53.7077	103.9986	53.7077	19731.4086	2754.8	25323.3568
IER3	18.1726	67.2745	18.1726	11804.0245	1624	1152.6986
IER3IP1	0	0	0	487.3141	1950	1110.8679
IER5	5.7824	11.0368	5.7824	2041.1199	549.2	228.5452
IER5L	11.0933	17.7929	11.0933	197.7253	97.6	75.9047
IFFO1	9.5485	8.8058	9.5485	545.0569	109.2	88.9248
IFFO2	3.5834	0.9026	3.5834	3238.8451	413.6	451.2728
IFI16	36.4264	13.5612	36.4264	2034.1207	1320.8	1019.7269
IFI27	21.6684	17.3963	21.6684	522.3097	447.2	420.2461
IFI27L1	2.2489	1.8887	2.2489	56.8679	112.8	79.506
IFI27L2	10.1493	12.8914	10.1493	218.7227	259.6	135.742
IFI30	0	0	0	1222.2222	1451.816	828.979
IFI35	18.0543	33.0503	18.0543	410.3237	954.4	434.3743
IFI44	3.567	7.8892	3.567	127.734	290.8	271.4839
IFI44L	1.5559	2.1248	1.5559	252.8434	291.2	378.6924
IFI6	16.1345	34.4834	16.1345	930.0087	1081.6	2734.2311
IFIH1	2.6959	2.5134	2.6959	297.4628	537.2	493.9346
IFIT1	3.0558	2.3735	3.0558	453.1934	470.8	377.8613
IFIT1B	0.0454	0	0.0454	0	0	0
IFIT2	3.3195	1.0829	3.3195	460.1925	260.4	186.9915
IFIT3	5.1592	3.8321	5.1592	463.692	476	269.2677
IFIT5	5.0383	1.9316	5.0383	384.077	713.6	692.284
IFITM1	110.7495	41.7689	110.7495	1377.0779	2094.8	701.4258
IFITM2	382.0507	147.2685	382.0507	3006.9991	1512	1275.9745
IFITM3	1458.5298	318.6865	1458.5298	11658.7927	5815.6	3937.0711
IFITM4P	0.3734	1.3612	0.3734	0	0	0.554
IFITM5	0.1826	0.2026	0.1826	0	0.8	0
IFLTD1	0.0145	0	0.0145	0	0.4	2.4932
IFNA1	0	0	0	0	0	0
IFNA10	0.0931	0	0.0931	0	0	0
IFNA13	0	0	0	0	0	0.554
IFNA14	0.0576	0	0.0576	0	0	0
IFNA16	0	0	0	0	0	0
IFNA17	0.0457	0	0.0457	0	0	0
IFNA2	0.0392	0	0.0392	0	0	0
IFNA21	0	0	0	0	0	0.8311
IFNA4	0	0	0	0	0	0
IFNA5	0	0	0	1.7498	0.4	0
IFNA6	0	0	0	0	0	0
IFNA7	0.0608	0	0.0608	0	0	0
IFNA8	0	0	0	0	0	0
IFNAR1	12.8469	7.3016	12.8469	1608.9239	2805.6	2237.2493
IFNAR2	5.5182	4.3151	5.5182	237.979	574.064	229.7835
IFNB1	0	0	0	0.8749	0	0
IFNE	0.0304	0.439	0.0304	0	2.8	1.6621
IFNG	0	0	0	0	4.4	2.4932
IFNGR1	28.2448	32.9352	28.2448	1199.4751	3591.6	2156.9122
IFNGR2	17.8841	12.58	17.8841	964.1295	3108.4	1727.5243
IFNK	0.0393	0.0436	0.0393	0	0	0
IFNW1	0.0296	0	0.0296	0	0.4	0
IFRD1	8.6461	21.3607	8.6461	1676.2905	818.8	448.5025
IFRD2	33.5526	33.5988	33.5526	790.9011	1243.628	858.8588
IFT122	8.0367	11.1327	8.0367	470.6912	376.4	979.0043
IFT140	4.4427	9.2051	4.4427	321.9598	357.2	2162.1756
IFT172	6.0929	9.6244	6.0929	455.818	264.8	814.4518
IFT20	13.8517	17.559	13.8517	358.224	786.712	548.8214
IFT27	5.1941	9.4107	5.1941	296.5879	568	619.7036
IFT46	6.1785	11.7264	6.1785	457.5678	925.6	923.5994
IFT52	8.1694	6.8645	8.1694	535.4331	774.4	873.458
IFT57	10.1553	15.2543	10.1553	904.6369	2656	2128.1016
IFT74	5.4014	5.1446	5.4014	396.3255	309.2	640.2034
IFT80	1.2924	0.7512	1.2924	249.9038	508.936	893.6808
IFT81	5.2903	5.9299	5.2903	579.1776	314.8	529.1167
IFT88	3.115	2.4403	3.115	324.5844	338	679.5409
IGBP1	31.6057	23.8956	31.6057	1138.2327	1772	1727.5243
IGDCC3	0.0638	0	0.0638	0.8749	0.8	66.4859
IGDCC4	0.4139	0.6706	0.4139	120.7349	17.6	417.7528
IGF1	12.6871	16.9175	12.6871	1733.1584	764.8	285.8892
IGF1R	7.5508	15.8207	7.5508	1615.923	2436.8	3499.0955
IGF2	1.3618	0.2178	1.3618	3065.7393	606.928	731.6575
IGF2BP1	0	0.011	0	0.8749	0	1.1081
